Media_Type,Amount,Loan_Types,Mercnt_Size,Failed_Trans,Freq_Trans,No_Trans,Last_mth_Tr,AM0PM1,Country
FT,4034,Personal,0,0,10,6,1,1,AU
PA,678,Personal,0,0,5,15,1,1,Other
PA,111,Business,7041,0,4,3,2,0,ZA
OTT,5107,Personal,0,0,3,9,1,1,AU
PA,473,Personal,1089,0,18,3,2,0,AU
BPAY,5109,Personal,0,0,4,14,1,0,AU
FT,215,Personal,0,0,40,5,1,1,Other
FT,722,Personal,0,0,37,4,2,1,Other
PA,452,Personal,0,0,2,2,1,0,Other
PA,211,Personal,0,0,5,3,1,1,Other
FT,3312,Credit,0,0,9,1,1,0,Other
PA,6631,Personal,0,0,29,2,1,0,Other
PA,2843,Personal,0,0,32,2,1,1,AU
PA,10089,Personal,10089,0,38,9,2,0,AU
BPAY,9858,Personal,0,0,5,2,1,1,Other
PA,2246,Personal,0,0,2,4,1,0,AU
FT,4519,Personal,0,0,8,1,2,1,AU
PA,2889,Personal,3561,0,6,2,2,1,AU
PA,6303,Home_Loan,0,0,2,4,2,0,Other
PA,5686,Personal,0,0,2,3,2,0,Other
PA,6013,Personal,0,0,1,3,2,0,Other
PA,3550,Personal,0,0,5,2,2,0,Other
PA,4609,Personal,0,0,2,1,1,1,Other
PA,2386,Personal,0,0,2,13,2,0,Other
PA,1872,Personal,0,0,2,3,1,1,Other
PA,1709,Home_Loan,0,0,1,2,2,1,Other
PA,8371,Personal,0,0,2,1,1,0,Other
PA,4357,Personal,0,0,8,5,1,1,Other
FT,679,Personal,0,0,5,5,1,0,AU
FT,2404,Credit,0,0,33,7,2,0,Other
PA,5612,Personal,0,0,6,2,1,1,AU
PA,7008,Personal,0,0,4,3,1,0,Other
PA,840,Personal,0,0,6,2,1,1,Other
PA,2443,Personal,0,0,4,6,1,1,Other
PA,3558,Personal,1186,0,5,10,1,1,AU
BPAY,755,Personal,755,2462,1,3,1,1,Other
PA,402,Personal,0,0,1,4,1,0,Other
FT,1446,Personal,0,0,32,1,1,0,AU
PA,8013,Personal,0,0,13,1,1,1,AU
PA,8106,Personal,0,0,3,3,2,1,AU
FT,5777,Personal,0,0,2,1,1,1,AU
PA,6328,Business,0,0,15,2,1,1,AU
PA,1915,Personal,0,0,7,1,1,0,Other
PA,266,Personal,0,0,18,4,2,0,Other
PA,6954,Personal,0,0,18,5,1,1,AU
OTT,610,Personal,0,0,9,1,2,0,AU
FT,4232,Personal,0,0,5,3,3,1,Other
OTT,5829,Business,0,0,6,4,1,1,AU
PA,1139,Personal,0,0,12,4,1,1,AU
PA,675,Business,675,0,1,3,1,0,Other
BPAY,5649,Personal,0,0,3,2,1,1,Other
PA,711,Business,0,0,43,1,2,0,AU
PA,6931,Personal,0,0,48,4,2,1,Other
PA,601,Personal,0,0,4,3,1,1,Other
OTT,1322,Personal,0,0,13,1,1,1,Other
FT,3843,Personal,0,0,37,2,2,0,Other
PA,2441,Personal,0,0,2,2,1,1,Other
PA,140,Personal,0,0,2,1,1,1,Other
PA,2967,Personal,0,0,42,2,1,0,Other
BPAY,381,Home_Loan,0,0,2,5,1,0,Other
PA,7653,Personal,1684,0,2,1,1,1,Other
FT,10377,Personal,0,0,3,5,2,1,Other
PA,855,Personal,0,0,4,1,1,0,Other
PA,295,Personal,0,0,7,7,1,0,Other
PA,499,Personal,0,0,4,3,3,0,Other
PA,129,Personal,0,0,1,1,1,0,AU
FT,5535,Credit,0,0,5,2,1,1,Other
PA,2889,Personal,0,0,4,3,1,1,Other
PA,1384,Personal,0,0,47,9,1,1,Other
PA,2769,Personal,0,0,5,3,1,1,Other
BPAY,5005,Personal,0,0,4,2,1,0,AU
PA,3169,Personal,0,0,6,6,1,0,Other
PA,1056,Business,0,0,2,3,1,1,AU
PA,1400,Personal,0,0,11,3,2,1,Other
FT,1137,Personal,0,0,1,6,1,1,AU
FT,6844,Personal,0,0,5,4,2,0,AR
PA,2645,Personal,2645,0,6,5,2,1,AU
PA,9582,Personal,0,0,14,3,1,0,Other
PA,5820,Personal,0,0,13,3,1,0,Other
PA,605,Personal,0,0,21,1,1,1,AU
PA,485,Home_Loan,0,0,26,1,1,1,Other
PA,1448,Personal,0,0,3,4,2,1,AU
PA,6385,Personal,0,0,1,5,1,0,AU
FT,9082,Personal,0,0,43,2,1,0,Other
OTT,4672,Personal,0,0,13,3,1,0,AU
PA,3939,Personal,0,0,31,6,1,1,Other
FT,3890,Personal,0,0,7,3,2,1,Other
PA,2949,Business,0,0,45,2,5,1,AU
PA,199,Personal,0,0,4,2,1,0,Other
PA,9122,Personal,0,0,1,3,1,0,AU
PA,1009,Home_Loan,0,0,9,5,1,1,AU
PA,4744,Personal,0,0,2,3,1,0,Other
PA,825,Personal,0,0,3,6,1,1,Other
PA,1514,Personal,0,0,3,3,1,1,Other
FT,6534,Home_Loan,0,0,5,5,1,0,AU
PA,737,Personal,0,0,25,10,1,1,AU
PA,1846,Personal,0,0,6,3,1,1,Other
PA,5381,Personal,0,0,12,1,1,0,AU
PA,2966,Business,0,0,2,2,1,0,ZA
OTT,2146,Personal,0,0,32,2,1,0,Other
OTT,2378,Personal,0,0,10,2,1,0,Other
PA,904,Personal,5321,0,28,2,1,1,Other
PA,1981,Personal,1981,0,23,1,2,1,AU
FT,9591,Personal,0,0,4,4,1,0,Other
PA,4809,Personal,0,0,1,2,1,1,Other
PA,307,Personal,307,0,4,3,1,0,AU
OTT,2731,Personal,0,0,20,5,1,1,Other
PA,1406,Personal,0,0,2,3,1,1,Other
FT,6403,Credit,0,0,43,4,2,1,AU
BPAY,2464,Business,0,0,40,2,2,0,AU
PA,5664,Business,0,0,25,12,1,1,AU
PA,842,Personal,0,0,3,2,1,0,Other
BPAY,1051,Business,0,0,2,4,1,1,Other
FT,3215,Home_Loan,0,0,1,1,1,0,Other
PA,9836,Personal,0,0,7,1,1,0,AU
PA,6785,Personal,0,0,35,3,1,1,Other
OTT,2090,Personal,0,0,3,4,1,0,AU
PA,2205,Home_Loan,0,0,4,1,4,1,AU
PA,7286,Personal,0,0,11,3,1,1,Other
PA,1802,Personal,0,0,32,2,2,0,AU
FT,637,Personal,0,0,4,2,1,1,Other
BPAY,9126,Personal,0,0,4,2,1,0,Other
PA,2148,Personal,2148,0,14,3,1,1,AU
PA,6726,Business,0,0,45,3,4,1,AU
FT,420,Personal,0,0,44,5,1,1,Other
PA,310,Personal,0,0,39,1,1,1,AU
PA,3385,Personal,0,0,1,2,5,1,Other
FT,1666,Personal,0,0,41,1,1,1,AU
PA,4656,Personal,4656,0,26,2,2,1,Other
PA,929,Personal,0,0,6,2,1,0,AU
PA,127,Personal,0,0,18,3,1,1,AU
PA,8731,Personal,0,0,3,6,2,0,AU
BPAY,4207,Personal,0,0,8,3,1,1,Other
PA,3424,Personal,0,0,3,2,1,0,AU
PA,424,Personal,0,0,7,3,1,0,AU
PA,6404,Personal,0,0,6,5,2,1,AU
PA,9430,Business,0,0,32,3,1,0,AU
PA,3605,Personal,0,0,3,2,1,1,Other
BPAY,2095,Credit,0,0,10,2,1,0,AU
FT,5262,Personal,0,0,46,2,1,0,Other
PA,1345,Personal,1345,0,18,3,1,0,AU
PA,3206,Personal,2485,0,3,2,1,1,Other
PA,90,Personal,0,0,5,1,1,1,AU
OTT,6164,Business,0,0,10,9,1,0,Other
PA,788,Personal,788,0,3,3,1,1,CZ
PA,5108,Personal,0,0,13,9,1,0,AU
PA,711,Personal,4030,0,6,4,4,0,AU
PA,64,Personal,0,0,32,1,2,0,AU
PA,512,Personal,0,0,7,1,3,0,Other
FT,160,Personal,0,0,14,1,1,0,Other
PA,297,Personal,0,0,26,2,2,1,AU
PA,10458,Personal,0,0,7,1,1,1,AU
PA,703,Personal,0,0,3,3,2,1,AU
PA,5725,Personal,0,0,31,13,1,0,ZA
PA,952,Personal,952,0,7,3,1,0,AU
PA,1683,Personal,0,0,24,2,2,0,Other
PA,105,Personal,0,0,4,2,1,0,Other
PA,944,Personal,0,0,9,4,4,0,Other
PA,1520,Personal,0,0,3,3,1,0,AU
PA,4416,Personal,0,0,25,15,2,1,Other
FT,9231,Personal,0,0,5,3,1,1,AU
PA,436,Business,0,0,1,1,1,0,UK
PA,3115,Personal,0,0,4,3,1,0,Other
PA,925,Personal,0,0,26,4,5,0,Other
PA,2856,Credit,0,0,1,1,1,1,Other
FT,8540,Personal,0,0,4,2,1,0,AU
PA,465,Personal,0,0,5,3,1,1,Other
PA,5185,Personal,0,0,4,15,1,1,Other
PA,3905,Personal,0,0,1,3,2,1,Other
PA,4288,Personal,154,0,25,5,2,0,Other
PA,8571,Personal,0,0,6,3,1,1,Other
PA,1541,Personal,0,0,29,1,1,1,Other
FT,10661,Personal,0,0,5,2,1,0,Other
PA,5441,Personal,1896,0,11,3,1,0,AU
PA,268,Home_Loan,0,0,2,2,1,0,Other
PA,1783,Personal,0,0,9,1,1,1,Other
FT,8028,Credit,0,0,49,4,1,1,AU
FT,6386,Credit,0,0,1,6,3,0,AU
PA,7107,Personal,0,0,8,2,1,1,AU
FT,795,Personal,0,0,3,2,1,1,AU
PA,1106,Personal,0,0,33,1,1,1,AU
PA,6769,Business,0,0,15,3,1,1,AU
PA,715,Home_Loan,0,0,1,2,1,0,AU
PA,7349,Personal,0,0,5,4,1,0,AU
BPAY,4777,Home_Loan,0,0,9,2,5,1,Other
PA,5885,Personal,0,0,1,2,3,0,AU
BPAY,4691,Personal,0,0,21,10,4,0,AU
FT,2275,Credit,0,0,2,2,1,0,AU
PA,6254,Business,0,0,9,3,1,1,Other
PA,1154,Personal,0,0,4,4,2,1,AU
PA,4055,Personal,0,0,12,3,1,1,Other
FT,7554,Personal,0,0,4,1,1,0,Other
FT,2266,Personal,0,0,22,2,1,0,Other
PA,6087,Personal,0,0,8,2,1,1,Other
FT,5797,Credit,0,0,6,4,1,1,Other
PA,1317,Personal,0,0,19,2,1,1,Other
PA,1972,Personal,0,0,2,1,2,0,Other
FT,3285,Credit,0,0,6,2,1,1,AU
PA,1351,Personal,0,0,33,1,1,1,Other
PA,2110,Personal,0,0,14,3,1,0,Other
PA,1445,Personal,0,0,7,2,1,1,Other
BPAY,513,Personal,0,0,2,5,5,0,Other
FT,736,Personal,0,0,5,3,1,0,Other
FT,10201,Personal,0,0,22,3,1,1,Other
PA,9292,Personal,0,0,5,1,2,1,AU
PA,7205,Personal,0,0,4,1,1,0,Other
PA,10921,Business,10921,0,4,11,1,1,AU
PA,3457,Business,0,0,10,6,1,0,AU
OTT,5767,Personal,0,0,8,6,1,0,ZA
PA,9367,Business,0,0,6,3,1,1,Other
PA,98,Personal,0,0,1,2,1,1,Other
PA,8888,Personal,0,0,32,1,1,1,Other
PA,2700,Personal,0,0,9,2,2,0,AU
PA,4220,Personal,0,0,2,9,1,0,UK
PA,268,Personal,0,0,13,7,1,1,AU
PA,158,Personal,0,0,4,2,1,0,Other
PA,4434,Personal,0,0,2,1,1,0,Other
PA,2276,Personal,0,0,24,4,1,0,Other
FT,2569,Personal,0,0,48,7,1,0,AU
PA,358,Personal,0,0,34,2,1,1,AU
PA,2561,Personal,0,0,31,2,1,1,Other
PA,1081,Personal,0,0,42,4,1,1,Other
PA,367,Personal,367,0,4,1,2,1,Other
PA,941,Personal,0,0,2,6,3,1,AU
FT,6695,Credit,0,0,5,4,1,0,Other
PA,2030,Personal,0,0,10,12,1,0,AU
PA,9668,Personal,0,0,2,2,1,1,AU
PA,3557,Business,0,0,6,1,1,0,AU
PA,528,Personal,0,0,35,4,1,0,Other
PA,1153,Personal,0,0,2,3,1,1,AU
FT,7677,Personal,0,0,4,1,5,1,AU
PA,571,Personal,0,0,8,2,1,1,AU
PA,156,Personal,0,0,5,10,3,0,AU
PA,478,Home_Loan,0,0,6,4,2,0,AU
PA,666,Home_Loan,0,0,7,1,1,1,Other
PA,1413,Business,0,0,13,1,1,0,AU
PA,2382,Personal,0,0,38,14,2,1,NG
PA,48,Personal,0,0,10,6,2,0,Other
FT,10812,Personal,0,0,2,3,1,0,AU
BPAY,10016,Business,0,0,1,9,4,1,NG
FT,650,Pers_Loan,0,0,6,8,3,0,AU
FT,10569,Personal,0,0,26,3,3,1,Other
FT,1304,Business,0,0,42,11,1,1,Other
PA,7195,Personal,7195,0,1,2,1,1,AU
PA,5250,Personal,0,0,7,1,1,1,AU
FT,2357,Credit,0,0,1,1,1,0,Other
FT,1040,Personal,0,0,5,1,2,1,AU
PA,629,Personal,0,0,9,9,1,0,Other
PA,868,Personal,0,0,2,7,1,1,Other
PA,9407,Business,0,0,3,3,1,1,AU
PA,8818,Personal,0,0,9,2,1,0,AU
FT,3423,Personal,0,0,6,2,1,1,AU
PA,5205,Home_Loan,0,0,7,2,2,1,Other
PA,1218,Personal,1540,0,4,4,1,1,Other
PA,1177,Personal,0,0,4,3,1,1,Other
BPAY,1900,Home_Loan,1900,3386,1,3,1,0,AU
PA,973,Personal,973,0,3,8,1,1,Other
PA,5252,Personal,0,0,34,1,1,1,Other
PA,2277,Personal,0,0,25,3,1,1,Other
FT,8562,Credit,0,0,38,3,1,1,Other
FT,3831,Personal,0,0,33,6,1,1,AU
FT,1707,Credit,0,0,5,2,1,0,AU
FT,10456,Personal,0,0,5,3,1,1,Other
FT,203,Home_Loan,0,0,19,1,2,1,Other
PA,1807,Personal,3420,0,1,8,1,0,Other
PA,10293,Personal,0,0,48,2,1,1,AU
PA,1444,Home_Loan,1444,0,6,1,1,1,Other
PA,1929,Personal,0,0,34,2,1,0,AU
PA,1028,Personal,0,0,7,1,2,0,Other
PA,115,Business,115,0,49,4,2,1,Other
PA,635,Personal,0,0,3,2,1,0,AU
PA,605,Personal,605,0,1,1,1,1,AU
FT,1298,Personal,0,0,5,4,2,0,AU
FT,3047,Personal,0,0,26,1,1,0,AU
FT,10803,Personal,0,0,5,4,1,0,AU
PA,1237,Business,1237,0,45,1,2,1,AU
FT,1770,Personal,0,0,28,1,1,0,Other
PA,1370,Personal,1370,0,20,2,1,1,Other
PA,5804,Personal,0,0,23,4,1,0,Other
FT,1252,Credit,0,0,7,1,1,0,Other
PA,1765,Personal,147,0,1,2,1,1,Other
PA,1166,Personal,0,0,5,3,1,0,AU
PA,1402,Home_Loan,0,0,48,9,2,1,Other
FT,4058,Credit,0,0,25,1,1,0,AU
FT,7001,Credit,0,0,19,3,1,0,AU
PA,64,Business,0,0,39,1,3,0,NL
PA,6221,Personal,0,0,4,2,1,1,NL
PA,3017,Personal,176,0,1,3,1,0,AU
OTT,824,Personal,0,0,5,5,1,1,Other
PA,8439,Personal,0,0,2,3,1,0,AU
FT,2733,Personal,0,0,36,5,1,0,Other
PA,3517,Personal,0,0,2,12,1,0,NL
PA,577,Home_Loan,0,0,5,5,1,0,Other
PA,754,Personal,0,0,3,4,1,0,Other
FT,5459,Credit,0,0,6,3,1,0,Other
PA,455,Personal,0,0,4,1,1,0,AU
PA,1588,Personal,0,0,14,3,1,0,Other
FT,2489,Personal,0,0,2,2,1,0,Other
FT,179,Home_Loan,0,0,1,3,1,0,Other
FT,2167,Credit,0,0,8,2,1,0,Other
PA,2899,Personal,0,0,9,9,1,1,Other
PA,2819,Personal,0,0,6,1,1,0,AU
BPAY,135,Home_Loan,0,0,43,14,1,1,AU
PA,6181,Personal,0,0,5,2,1,1,UK
PA,767,Personal,0,0,49,2,1,0,AU
FT,1489,Credit,0,0,21,2,1,1,Other
FT,852,Business,0,0,37,9,1,0,Other
PA,5741,Personal,0,0,24,5,1,1,AU
BPAY,448,Personal,0,0,2,4,1,0,AU
FT,6480,Credit,0,0,18,6,2,0,Other
PA,7008,Home_Loan,0,0,8,3,1,0,Other
PA,345,Personal,0,0,3,1,2,0,Other
BPAY,209,Personal,0,0,3,8,1,1,AU
PA,2778,Personal,0,0,39,1,1,0,AU
PA,3137,Personal,0,0,5,2,1,0,Other
PA,424,Personal,0,0,1,4,1,0,Other
FT,4502,Credit,0,0,2,2,1,0,AU
PA,4490,Personal,0,0,41,4,1,1,Other
PA,944,Personal,0,0,5,2,1,0,AU
BPAY,4039,Personal,0,0,1,4,2,1,Other
PA,6090,Personal,0,0,10,4,1,0,AU
PA,10093,Personal,0,0,31,6,2,0,Other
PA,188,Home_Loan,0,0,35,1,1,1,Other
PA,3536,Personal,3536,0,5,3,1,1,Other
PA,3823,Personal,0,0,39,11,5,1,Other
OTT,2067,Personal,0,0,1,1,2,0,AU
FT,4004,Credit,0,0,12,3,1,0,Other
FT,6625,Personal,0,0,18,7,1,0,AU
FT,8198,Personal,0,0,3,5,1,1,Other
PA,10291,Home_Loan,0,0,43,2,1,1,Other
OTT,1988,Personal,0,0,2,2,2,1,Other
FT,520,Credit,0,0,39,4,1,0,AU
PA,714,Business,0,0,3,12,2,0,Other
FT,4648,Personal,0,0,1,1,1,1,AU
PA,9421,Personal,0,0,25,2,1,1,AU
PA,1907,Personal,0,0,2,2,1,1,Other
FT,4593,Personal,0,0,8,2,3,1,AU
PA,647,Home_Loan,0,0,10,2,1,1,AU
PA,4166,Personal,0,0,25,9,2,0,Other
BPAY,1129,Personal,0,0,8,2,1,0,AU
FT,3394,Personal,0,0,1,2,2,1,Other
BPAY,497,Personal,0,0,25,2,1,0,AU
PA,2228,Personal,0,0,5,6,2,0,Other
PA,4049,Personal,4049,0,2,3,1,1,Other
PA,34,Personal,0,0,7,2,1,1,Other
OTT,10261,Personal,0,0,1,3,1,0,AU
PA,2345,Personal,0,0,11,1,1,0,AU
FT,2657,Credit,0,0,5,2,1,0,AU
FT,5021,Personal,0,0,49,7,1,1,AU
FT,1657,Personal,0,0,36,4,4,0,Other
FT,4830,Personal,0,0,11,3,1,0,Other
PA,5040,Personal,0,0,13,13,1,1,Other
PA,1854,Home_Loan,0,0,21,6,2,1,AU
FT,1286,Personal,0,0,12,2,2,1,Other
FT,3240,Personal,0,0,4,2,1,0,Other
PA,5673,Personal,0,0,8,8,1,1,ZA
PA,3732,Personal,0,0,13,4,1,0,Other
PA,461,Business,0,0,35,2,2,0,Other
OTT,237,Personal,0,0,31,4,1,1,AU
BPAY,28,Home_Loan,0,0,9,2,1,1,Other
PA,5298,Personal,0,0,22,4,2,1,Other
PA,577,Personal,0,0,17,3,1,0,AU
PA,4770,Personal,0,0,36,1,2,0,AU
FT,2249,Credit,0,0,3,3,1,0,AU
PA,10805,Personal,0,0,5,4,1,0,AU
FT,7169,Personal,0,0,2,6,1,0,Other
PA,2073,Personal,0,0,2,3,1,1,AU
PA,4932,Personal,0,0,6,2,1,0,Other
OTT,2296,Personal,0,0,1,1,2,0,ZA
PA,82,Personal,0,0,8,3,1,0,AU
FT,982,Personal,0,0,6,1,5,0,Other
PA,585,Personal,0,0,5,4,4,1,Other
PA,129,Personal,0,0,5,3,1,0,AU
PA,579,Business,0,0,5,1,1,1,AU
PA,52,Personal,0,0,6,1,1,0,Other
PA,650,Personal,0,0,19,2,1,0,Other
PA,1810,Personal,0,0,4,2,1,1,Other
PA,3303,Personal,0,0,43,2,2,0,UK
FT,1899,Credit,0,0,7,2,1,0,AU
FT,3086,Credit,0,0,7,2,2,1,AU
PA,6727,Personal,0,0,8,2,1,0,Other
FT,8401,Credit,0,0,3,3,1,0,Other
PA,4803,Business,0,0,3,6,2,1,AU
PA,7171,Home_Loan,0,0,46,2,1,0,AU
PA,3112,Personal,0,0,43,2,1,1,Other
PA,6307,Personal,0,0,5,2,1,1,Other
BPAY,5686,Personal,1986,304,18,2,1,0,Other
BPAY,669,Personal,0,0,3,2,1,1,AU
PA,1248,Personal,0,0,1,4,1,1,Other
PA,6428,Business,0,0,4,3,2,1,AU
OTT,1542,Business,0,0,10,3,1,1,Other
PA,8452,Personal,8452,0,4,2,2,1,AU
PA,822,Personal,0,0,13,5,2,1,Other
PA,166,Home_Loan,166,0,7,4,2,1,Other
PA,8777,Home_Loan,0,0,15,8,2,1,Other
PA,8198,Personal,8198,0,5,1,2,0,AU
FT,5184,Personal,0,0,10,4,2,1,AU
PA,4560,Personal,0,0,2,2,1,1,AU
PA,4804,Personal,0,0,3,2,1,0,AU
PA,3121,Personal,0,0,36,2,1,0,AU
PA,467,Personal,2581,0,4,2,1,0,AU
PA,366,Personal,0,0,22,1,1,1,Other
PA,793,Home_Loan,1683,0,1,2,5,1,AU
BPAY,2902,Personal,0,0,5,4,1,1,Other
PA,35,Personal,0,0,5,1,1,1,AU
PA,2276,Personal,0,0,45,1,1,0,Other
FT,6271,Personal,0,0,6,6,1,1,AU
PA,1112,Personal,0,0,4,3,1,1,AU
PA,8515,Home_Loan,0,0,20,3,2,0,ZA
PA,2746,Personal,0,0,28,2,2,1,Other
FT,6341,Credit,0,0,6,7,1,1,AU
PA,139,Personal,0,0,3,1,2,0,Other
PA,228,Personal,0,0,40,1,1,1,AU
PA,986,Personal,0,0,3,5,3,1,AU
OTT,386,Personal,0,0,14,1,1,1,Other
PA,9368,Personal,0,0,9,3,4,1,AU
PA,1436,Personal,0,0,9,2,1,0,Other
FT,7321,Personal,0,0,6,2,2,1,Other
PA,2844,Personal,0,0,23,2,1,0,Other
FT,8755,Personal,0,0,7,3,1,1,US
PA,1838,Business,0,0,6,5,1,0,AU
PA,2437,Home_Loan,0,0,9,5,1,1,Other
FT,1317,Credit,0,0,3,1,1,1,Other
PA,85,Home_Loan,0,0,2,1,1,0,AU
PA,6946,Personal,0,0,2,15,1,1,Other
PA,28,Personal,0,0,9,3,1,0,AU
FT,1500,Personal,0,0,1,2,1,1,Other
FT,876,Personal,0,0,5,4,4,1,Other
PA,6084,Personal,0,0,3,13,2,0,US
PA,1860,Personal,0,0,5,4,1,0,Other
PA,2522,Personal,0,0,8,1,5,1,AU
PA,826,Personal,0,0,4,3,1,0,AU
PA,5619,Personal,0,0,3,4,1,0,AU
PA,2226,Personal,0,0,7,2,1,1,Other
FT,3569,Credit,0,0,2,3,2,0,Other
FT,2019,Personal,0,0,1,1,1,0,ZA
OTT,3374,Personal,396,0,5,7,1,1,AU
OTT,2763,Personal,0,0,25,2,1,1,Other
PA,7228,Personal,0,0,1,1,2,1,AU
PA,87,Personal,0,0,47,3,1,0,Other
FT,297,Personal,0,0,1,3,1,1,Other
PA,3600,Home_Loan,0,0,3,3,1,0,AU
FT,10723,Personal,0,0,1,4,1,0,Other
PA,4251,Personal,0,0,38,2,2,1,AU
PA,2213,Personal,0,0,19,15,1,1,AU
OTT,30,Business,30,0,1,2,1,1,AU
FT,1637,Personal,0,0,5,3,1,0,Other
PA,4146,Personal,4146,0,6,2,1,0,Other
PA,2554,Personal,0,0,13,2,1,1,AU
PA,2521,Personal,0,0,34,12,1,1,NL
PA,2220,Personal,0,0,4,4,2,0,Other
PA,2530,Personal,0,0,1,1,1,0,Other
OTT,4111,Personal,0,0,16,2,1,0,AU
PA,903,Personal,0,0,5,2,1,0,Other
PA,504,Business,0,0,4,1,1,0,Other
FT,4866,Personal,0,0,9,1,1,0,Other
FT,5407,Personal,0,0,50,1,4,1,AU
PA,101,Personal,0,0,10,1,2,1,Other
PA,1802,Personal,0,0,22,3,2,0,Other
FT,120,Personal,0,0,5,3,1,0,Other
PA,144,Personal,0,0,2,2,1,1,AU
PA,10398,Personal,0,0,10,3,2,0,Other
OTT,1605,Business,0,0,7,2,1,0,AU
PA,1751,Personal,2634,0,35,4,2,0,AU
PA,1166,Personal,0,0,8,3,1,1,AU
PA,2842,Personal,0,0,8,6,1,0,AU
PA,4523,Personal,0,0,8,3,1,0,US
PA,602,Personal,0,0,19,2,2,0,AU
PA,7627,Personal,0,0,4,2,2,1,Other
PA,415,Personal,0,0,5,2,1,0,Other
PA,1139,Personal,1139,0,3,1,3,1,Other
PA,3499,Personal,0,0,3,3,1,0,AU
PA,5229,Personal,0,0,5,2,1,0,AU
FT,1239,Home_Loan,0,0,3,3,2,1,AU
PA,2104,Personal,2104,0,10,1,2,1,AU
PA,2022,Personal,5161,0,19,1,1,1,AU
FT,517,Personal,0,0,5,2,1,0,NL
PA,1699,Personal,0,0,20,2,1,0,Other
PA,3477,Personal,0,0,3,3,1,1,AU
PA,1766,Personal,0,0,21,8,1,1,Other
PA,3631,Personal,0,0,17,2,2,1,Other
PA,7733,Personal,0,0,15,14,1,0,ZA
PA,192,Personal,0,0,34,2,2,0,Other
PA,5040,Business,0,0,16,3,1,1,Other
FT,310,Personal,0,0,45,6,1,1,Other
PA,9368,Personal,0,0,1,1,1,0,AU
OTT,2867,Business,0,0,23,12,2,1,Other
PA,4754,Personal,0,0,8,3,1,0,AU
PA,624,Personal,624,0,7,15,5,0,ZA
PA,5617,Personal,0,0,8,13,2,1,AU
PA,2201,Home_Loan,0,0,12,1,1,0,Other
OTT,5550,Personal,0,0,12,1,1,0,AU
PA,9696,Personal,0,0,5,1,1,1,AU
PA,422,Personal,0,0,5,4,1,1,Other
PA,3493,Personal,0,0,16,1,2,1,Other
PA,9110,Personal,0,0,38,5,2,0,Other
PA,88,Personal,0,0,4,2,2,0,Other
PA,1858,Personal,1858,0,5,11,2,1,Other
PA,4609,Business,4609,0,31,2,1,0,Other
PA,4012,Personal,0,0,2,3,2,1,Other
PA,714,Personal,0,0,4,2,1,0,Other
OTT,885,Personal,0,0,5,4,1,0,AU
PA,1225,Personal,0,0,18,3,1,1,Other
OTT,7574,Personal,0,0,40,4,1,0,AU
PA,3783,Personal,0,0,4,2,2,0,AU
PA,3205,Personal,0,0,18,3,2,0,Other
PA,820,Personal,0,0,4,1,1,1,AU
FT,9235,Personal,0,0,18,3,2,1,AU
OTT,3571,Personal,0,0,3,10,1,0,AU
PA,555,Personal,0,0,4,2,2,1,Other
PA,1416,Personal,0,0,28,1,1,1,Other
OTT,7296,Business,0,0,1,6,2,1,AU
PA,979,Personal,0,0,2,4,1,0,Other
PA,1882,Personal,0,0,35,2,2,0,Other
PA,1962,Personal,0,0,4,1,1,1,Other
PA,7752,Personal,0,0,25,4,1,1,UK
PA,188,Home_Loan,0,0,14,3,1,0,Other
FT,97,Credit,0,0,26,3,1,1,Other
PA,738,Personal,0,0,4,3,1,1,AU
PA,10882,Personal,0,0,4,1,1,0,Other
PA,1706,Personal,0,0,6,3,1,1,AU
FT,1301,Home_Loan,0,0,2,4,1,0,Other
PA,294,Personal,0,0,16,1,5,0,Other
FT,310,Credit,0,0,5,4,1,1,Other
PA,105,Home_Loan,0,0,6,2,1,0,Other
PA,1681,Home_Loan,0,0,5,15,1,1,Other
PA,2662,Personal,0,0,7,4,2,1,Other
PA,4354,Personal,0,0,7,3,1,0,Other
PA,1347,Personal,0,0,2,11,2,1,Other
FT,6213,Personal,0,0,4,5,2,0,Other
PA,409,Personal,0,0,13,3,4,1,Other
PA,1034,Personal,0,0,2,12,1,0,Other
OTT,3720,Personal,0,0,4,12,2,1,US
PA,5031,Personal,0,0,32,1,1,0,AU
OTT,2277,Personal,0,0,30,2,1,1,Other
FT,1186,Personal,0,0,4,1,1,0,AU
PA,306,Personal,3363,0,5,2,1,1,AU
PA,1098,Personal,0,0,25,3,1,0,AU
PA,2433,Home_Loan,0,0,1,1,1,1,Other
FT,4280,Credit,0,0,7,2,1,0,Other
PA,670,Personal,0,0,7,3,2,1,Other
FT,4282,Credit,0,0,2,14,2,1,AU
PA,282,Personal,0,0,34,1,1,1,AU
FT,531,Personal,0,0,19,4,1,0,AU
BPAY,1569,Personal,1569,66,44,4,1,0,Other
PA,1405,Personal,0,0,48,2,1,0,AU
PA,1893,Personal,0,0,5,6,1,1,AU
FT,4790,Credit,0,0,38,3,1,1,AU
BPAY,1960,Personal,0,0,6,1,1,1,AU
PA,3905,Personal,0,0,2,4,1,1,Other
FT,1141,Personal,0,0,33,3,1,0,UK
PA,711,Personal,0,0,2,5,1,1,AU
PA,5253,Personal,0,0,49,2,1,0,Other
PA,2117,Personal,0,0,3,2,1,0,Other
